"Delivery_Duration","Order_Type","Delivery_Person_Age","Delivery_Person_Tenure","Delivery_Person_Ratings","Vehicle_Type","Vehicle_Condition","Festival","Location_Type","Weather_Conditions","Road_Traffic_Conditions","Multiple_Deliveries","Grievances","Order_Placed_Picked_Duration"
25,"Meal ",24,17,4.6,"motorcycle",2,"No","Metropolitan","Stormy","Medium",1,"N",15
18,"Drinks ",35,22,4.6,"motorcycle",1,"No","Metropolitan","Sandstorms","Low ",1,"N",15
18,"Drinks ",24,5,4.9,"electric_scooter",2,"No","Metropolitan","Fog","High ",0,"N",5
20,"Snack ",28,22,4.6,"scooter",0,"No","Metropolitan","Sunny","Low ",1,"N",15
35,"Drinks ",38,13,4.9,"electric_scooter",0,"No","Metropolitan","Windy","High ",1,"N",10
37,"Snack ",28,6,4.8,"motorcycle",0,"No","Semi-Urban","Sunny","Jam ",1,"N",15
16,"Meal ",26,23,4.6,"motorcycle",1,"No","Metropolitan","Stormy","Low",1,"N",5
19,"Drinks ",22,17,4.7,"electric_scooter",1,"No","Metropolitan","Stormy","High ",1,"N",5
31,"Meal ",29,3,4.1,"motorcycle",2,"No","Semi-Urban","Stormy","Medium",1,"N",15
11,"Meal ",36,2,4.8,"electric_scooter",2,"No","Metropolitan","Sandstorms","Low ",0,"N",10
31,"Meal ",30,9,4.7,"electric_scooter",2,"No","Semi-Urban","Fog","High ",1,"Y",5
27,"Snack ",28,6,4.8,"motorcycle",1,"No","Metropolitan","Sandstorms","Jam ",0,"N",10
34,"Snack ",29,3,3.3,"scooter",0,"No","Metropolitan","Sunny","Low ",0,"N",5
41,"Meal ",26,6,4.1,"scooter",2,"No","Metropolitan","Fog","Jam ",2,"N",5
10,"Snack ",21,18,4.6,"scooter",2,"No","Semi-Urban","Windy","Low",0,"Y",5
32,"Meal ",21,13,3.1,"motorcycle",0,"No","Metropolitan","Sunny","Low ",2,"N",5
27,"Meal ",30,19,4.8,"motorcycle",1,"No","Metropolitan","Sandstorms","Medium",1,"N",10
27,"Buffet ",21,21,4.9,"electric_scooter",2,"No","Urban","Sunny","Medium",1,"N",5
24,"Meal ",20,21,5,"motorcycle",0,"No","Metropolitan","Stormy","Low ",0,"N",10
23,"Meal ",38,11,4.1,"motorcycle",0,"No","Metropolitan","Sandstorms","Low ",1,"N",15
13,"Snack ",27,15,4.7,"motorcycle",1,"No","Semi-Urban","Cloudy","Medium",1,"Y",15
28,"Meal ",33,18,5,"motorcycle",1,"No","Urban","Sandstorms","Jam",1,"N",5
23,"Snack ",22,22,5,"scooter",1,"No","Urban","Sunny","Low",0,"N",15
53,"Snack ",27,2,4.3,"electric_scooter",0,"No","Metropolitan","Windy","Jam ",2,"N",15
44,"Snack ",32,2,4.3,"electric_scooter",1,"No","Metropolitan","Fog","Jam ",1,"N",10
29,"Snack ",35,17,4.8,"scooter",2,"No","Metropolitan","Stormy","High ",1,"Y",15
36,"Meal ",37,7,4.6,"motorcycle",0,"No","Metropolitan","Cloudy","Medium",1,"Y",15
26,"Buffet ",38,3,4.9,"electric_scooter",2,"No","Semi-Urban","Stormy","Low ",0,"N",10
21,"Meal ",29,23,4.5,"motorcycle",2,"No","Semi-Urban","Sandstorms","Low ",0,"Y",5
22,"Snack ",29,19,4.5,"electric_scooter",0,"No","Metropolitan","Stormy","Low ",1,"N",15
35,"Snack ",24,17,4.3,"motorcycle",0,"No","Metropolitan","Stormy","Jam ",2,"Y",10
33,"Snack ",20,9,4.2,"motorcycle",0,"No","Semi-Urban","Stormy","Medium",1,"N",15
36,"Buffet ",35,3,4.9,"motorcycle",0,"No","Urban","Stormy","Jam ",2,"N",10
48,"Buffet ",38,3,4.2,"motorcycle",0,"No","Metropolitan","Sunny","Jam ",1,"N",15
30,"Meal ",21,23,4.7,"motorcycle",1,"No","Metropolitan","Fog","High ",1,"Y",15
40,"Snack ",23,17,4.8,"motorcycle",0,"Yes","Urban","Fog","Medium",1,"Y",15
25,"Buffet ",27,6,4.5,"motorcycle",0,"No","Metropolitan","Windy","Medium",0,"Y",5
23,"Snack ",23,21,4.6,"motorcycle",0,"No","Metropolitan","Sunny","Low ",1,"N",15
23,"Meal ",35,16,4.9,"motorcycle",0,"No","Urban","Sunny","Medium",1,"N",10
23,"Snack ",36,9,4,"scooter",0,"No","Semi-Urban","Stormy","Low ",1,"Y",10
28,"Snack ",22,21,4.7,"motorcycle",1,"No","Semi-Urban","Fog","Low",1,"N",10
23,"Drinks ",29,7,4.8,"motorcycle",0,"No","Metropolitan","Sandstorms","Medium",1,"N",5
23,"Buffet ",35,3,4.2,"motorcycle",0,"No","Urban","Stormy","Low",0,"N",5
15,"Meal ",28,19,4.9,"scooter",0,"No","Semi-Urban","Stormy","Low ",0,"N",5
22,"Buffet ",37,22,4.7,"motorcycle",0,"No","Urban","Cloudy","Low ",0,"N",5
18,"Drinks ",24,3,4.8,"scooter",1,"No","Metropolitan","Fog","Low ",0,"N",10
30,"Snack ",28,2,4.7,"motorcycle",1,"No","Urban","Sunny","Jam ",1,"N",15
21,"Drinks ",28,9,4.9,"motorcycle",2,"No","Metropolitan","Sandstorms","Medium",1,"N",5
27,"Drinks ",38,7,4.6,"motorcycle",1,"No","Metropolitan","Stormy","Jam ",1,"N",5
35,"Meal ",39,21,5,"motorcycle",0,"No","Metropolitan","Stormy","High ",1,"N",15
53,"Snack ",27,2,3.7,"motorcycle",0,"No","Metropolitan","Sunny","Jam",3,"N",10
33,"Buffet ",32,1,4.1,"motorcycle",1,"No","Metropolitan","Sandstorms","Medium",2,"N",15
45,"Buffet ",22,21,5,"motorcycle",1,"No","Metropolitan","Cloudy","Jam ",0,"N",5
21,"Buffet ",30,23,5,"electric_scooter",0,"No","Metropolitan","Windy","Low ",0,"Y",15
38,"Meal ",24,22,4.8,"motorcycle",0,"No","Urban","Sandstorms","Medium",2,"N",15
37,"Snack ",26,1,2.7,"motorcycle",1,"No","Metropolitan","Sunny","Low ",0,"Y",25
16,"Snack ",24,18,4.6,"motorcycle",2,"No","Metropolitan","Sunny","Jam ",1,"Y",5
24,"Buffet ",37,15,4.9,"motorcycle",2,"No","Urban","Windy","Low",1,"N",15
40,"Drinks ",23,9,4.8,"motorcycle",0,"Yes","Metropolitan","Cloudy","Jam ",1,"N",15
33,"Drinks ",33,22,4.4,"motorcycle",0,"No","Semi-Urban","Stormy","High ",1,"N",5
16,"Meal ",25,16,4.7,"scooter",2,"No","Urban","Stormy","Jam",0,"N",10
15,"Buffet ",28,16,4.9,"motorcycle",1,"No","Metropolitan","Stormy","Jam ",1,"Y",5
34,"Snack ",23,9,4.9,"motorcycle",0,"No","Semi-Urban","Fog","Medium",1,"N",15
22,"Snack ",21,22,4.7,"electric_scooter",2,"No","Metropolitan","Sunny","Low ",0,"N",5
13,"Buffet ",36,9,4.9,"scooter",2,"No","Metropolitan","Windy","Low ",0,"N",5
15,"Snack ",22,22,4.9,"motorcycle",0,"No","Metropolitan","Sandstorms","Jam ",1,"N",10
16,"Drinks ",26,16,4.7,"scooter",2,"No","Urban","Sunny","High",1,"Y",15
23,"Drinks ",27,12,5,"motorcycle",0,"No","Metropolitan","Sunny","Medium",1,"N",15
16,"Snack ",28,22,4.8,"electric_scooter",2,"No","Urban","Sandstorms","Low",1,"N",10
27,"Snack ",21,16,4.8,"electric_scooter",2,"No","Metropolitan","Sandstorms","Medium",0,"N",5
22,"Drinks ",23,9,4.3,"motorcycle",0,"No","Metropolitan","Sandstorms","Low ",1,"Y",15
53,"Snack ",32,2,4.5,"motorcycle",0,"No","Urban","Cloudy","Jam ",1,"N",5
27,"Snack ",36,18,4.8,"electric_scooter",0,"No","Metropolitan","Sandstorms","Jam ",0,"N",5
16,"Snack ",39,15,4.7,"scooter",2,"No","Metropolitan","Sunny","Medium",0,"N",15
30,"Buffet ",30,4,4.5,"electric_scooter",2,"No","Urban","Fog","Jam",1,"N",5
21,"Drinks ",23,17,4.7,"scooter",1,"No","Urban","Sunny","Jam",1,"N",5
47,"Snack ",28,8,4.7,"motorcycle",2,"Yes","Metropolitan","Cloudy","Jam ",3,"N",10
27,"Buffet ",39,5,4.1,"motorcycle",0,"No","Metropolitan","Stormy","Low ",0,"N",10
23,"Buffet ",37,18,4.7,"motorcycle",2,"No","Urban","Sandstorms","Jam",0,"Y",15
15,"Snack ",27,18,4.6,"electric_scooter",2,"No","Metropolitan","Sunny","Medium",0,"N",5
25,"Buffet ",28,19,4.5,"scooter",2,"No","Metropolitan","Windy","Jam ",1,"Y",5
27,"Meal ",31,16,4.7,"motorcycle",1,"No","Metropolitan","Stormy","Jam ",1,"N",15
24,"Drinks ",34,15,4.9,"scooter",0,"No","Metropolitan","Sunny","Low ",0,"N",5
24,"Buffet ",20,3,4.5,"motorcycle",1,"No","Semi-Urban","Stormy","High ",1,"Y",15
38,"Snack ",27,12,4.6,"scooter",2,"No","Urban","Fog","Jam ",1,"N",15
24,"Drinks ",21,22,5,"motorcycle",1,"No","Semi-Urban","Sunny","Low ",0,"N",15
34,"Buffet ",21,2,4.4,"scooter",2,"No","Metropolitan","Windy","Medium",1,"N",5
26,"Buffet ",31,8,4.8,"motorcycle",1,"No","Metropolitan","Stormy","Low ",0,"N",15
33,"Buffet ",39,23,4.4,"scooter",1,"No","Semi-Urban","Sandstorms","Jam ",1,"N",10
36,"Meal ",27,2,4.7,"motorcycle",0,"No","Urban","Stormy","Jam ",0,"N",5
25,"Drinks ",39,9,4.7,"scooter",0,"No","Metropolitan","Cloudy","Low ",1,"N",10
15,"Buffet ",38,14,4.8,"electric_scooter",2,"No","Metropolitan","Fog","Low ",0,"N",15
24,"Buffet ",33,2,5,"motorcycle",0,"No","Semi-Urban","Fog","Low ",0,"N",5
27,"Buffet ",25,14,4.8,"scooter",2,"No","Metropolitan","Windy","Jam ",0,"N",15
23,"Buffet ",31,23,4.6,"scooter",2,"No","Metropolitan","Stormy","Low ",1,"N",15
17,"Drinks ",27,15,5,"electric_scooter",2,"No","Urban","Fog","Low",1,"Y",5
33,"Buffet ",30,13,5,"motorcycle",0,"No","Metropolitan","Stormy","Medium",1,"N",10
28,"Drinks ",30,12,4.6,"scooter",1,"No","Semi-Urban","Stormy","Low ",1,"N",10
38,"Meal ",37,22,4.4,"scooter",0,"No","Metropolitan","Sandstorms","Medium",0,"N",10
30,"Meal ",33,13,4.8,"electric_scooter",2,"No","Semi-Urban","Windy","Jam ",1,"Y",5
35,"Snack ",32,2,4.1,"scooter",2,"No","Metropolitan","Stormy","High ",1,"N",10
21,"Buffet ",20,17,4.6,"motorcycle",2,"No","Semi-Urban","Fog","Jam",0,"N",10
29,"Meal ",32,16,4.8,"electric_scooter",1,"No","Metropolitan","Sandstorms","Jam ",0,"N",5
21,"Buffet ",32,12,4.8,"scooter",0,"No","Metropolitan","Cloudy","Low ",1,"N",15
29,"Buffet ",22,16,4.6,"motorcycle",2,"No","Urban","Stormy","Jam",1,"Y",5
33,"Drinks ",26,1,4.3,"electric_scooter",2,"No","Metropolitan","Stormy","Medium",1,"N",10
19,"Drinks ",24,15,4.8,"motorcycle",1,"No","Urban","Stormy","High",1,"N",10
33,"Snack ",22,1,4.6,"electric_scooter",2,"No","Metropolitan","Fog","Jam ",0,"N",10
30,"Buffet ",33,13,4.4,"motorcycle",0,"No","Metropolitan","Sandstorms","Low ",0,"N",10
11,"Buffet ",37,13,4.7,"scooter",1,"No","Metropolitan","Sunny","Medium",1,"Y",15
28,"Drinks ",34,17,4.7,"motorcycle",2,"No","Urban","Cloudy","Low",1,"N",15
45,"Buffet ",37,5,4.7,"motorcycle",0,"No","Metropolitan","Windy","Medium",1,"Y",10
28,"Drinks ",32,4,4.8,"electric_scooter",2,"No","Urban","Stormy","Medium",0,"N",5
30,"Buffet ",39,15,4.6,"motorcycle",1,"No","Urban","Fog","Medium",0,"N",5
29,"Buffet ",24,9,5,"motorcycle",2,"No","Metropolitan","Fog","High ",0,"N",10
30,"Buffet ",34,21,4.9,"electric_scooter",2,"No","Metropolitan","Sandstorms","High",1,"N",5
34,"Snack ",29,3,4.1,"motorcycle",0,"No","Urban","Windy","Jam ",1,"N",5
38,"Snack ",32,16,4.4,"motorcycle",0,"No","Metropolitan","Windy","Jam ",1,"N",15
29,"Buffet ",35,19,4.7,"motorcycle",0,"No","Urban","Stormy","Medium",1,"N",5
23,"Buffet ",29,18,4.8,"scooter",2,"No","Urban","Sandstorms","Jam",1,"N",15
24,"Snack ",38,23,4.7,"motorcycle",1,"No","Metropolitan","Sunny","High ",1,"N",5
15,"Meal ",26,9,4.6,"electric_scooter",2,"No","Metropolitan","Windy","Low ",0,"N",15
24,"Drinks ",36,15,4.8,"motorcycle",1,"No","Metropolitan","Stormy","Medium",1,"N",5
28,"Meal ",24,15,4.8,"scooter",1,"No","Metropolitan","Windy","Low ",1,"N",5
27,"Drinks ",26,22,4.7,"scooter",2,"No","Semi-Urban","Fog","Low ",1,"N",5
35,"Buffet ",30,3,4.8,"motorcycle",0,"No","Urban","Stormy","High ",1,"N",5
13,"Buffet ",38,12,4.6,"electric_scooter",2,"No","Metropolitan","Sandstorms","Jam ",1,"Y",10
22,"Snack ",35,12,4.7,"electric_scooter",2,"No","Metropolitan","Stormy","Medium",1,"N",5
10,"Drinks ",36,18,4.7,"motorcycle",2,"No","Urban","Stormy","Low",0,"N",15
23,"Meal ",23,21,4.9,"motorcycle",2,"No","Urban","Sandstorms","Medium",1,"N",5
23,"Snack ",24,18,4.5,"electric_scooter",1,"No","Metropolitan","Sunny","Jam ",1,"N",10
27,"Drinks ",22,13,4.8,"motorcycle",0,"No","Metropolitan","Sunny","Low ",0,"N",15
26,"Snack ",25,22,4.6,"motorcycle",0,"No","Metropolitan","Fog","High",0,"N",5
15,"Buffet ",32,9,4.9,"scooter",1,"No","Semi-Urban","Windy","Low ",1,"N",10
25,"Meal ",21,2,4.8,"motorcycle",0,"No","Metropolitan","Sunny","Medium",1,"N",15
15,"Drinks ",38,21,4.7,"scooter",1,"No","Urban","Cloudy","Low",0,"Y",15
18,"Snack ",30,15,5,"electric_scooter",1,"No","Metropolitan","Fog","Low ",1,"N",15
21,"Snack ",20,16,5,"electric_scooter",1,"No","Urban","Sandstorms","Jam",1,"N",10
29,"Buffet ",22,12,4.7,"scooter",2,"No","Urban","Sandstorms","Medium",1,"Y",10
16,"Buffet ",39,21,4.7,"motorcycle",2,"No","Metropolitan","Sunny","Jam ",1,"N",5
30,"Buffet ",32,7,4.7,"motorcycle",0,"No","Semi-Urban","Sandstorms","Jam ",1,"N",15
42,"Buffet ",24,12,4.2,"scooter",2,"No","Urban","Fog","Jam ",1,"N",15
43,"Drinks ",39,5,4.9,"scooter",2,"Yes","Metropolitan","Fog","Medium",1,"N",5
25,"Drinks ",38,21,4.8,"motorcycle",0,"No","Metropolitan","Stormy","Medium",0,"Y",15
27,"Drinks ",20,5,4.3,"scooter",0,"No","Urban","Stormy","Low",1,"N",10
46,"Snack ",23,9,4.3,"motorcycle",0,"No","Metropolitan","Windy","Jam ",1,"N",5
18,"Buffet ",34,15,4.8,"scooter",2,"No","Urban","Sunny","Medium",1,"N",5
17,"Drinks ",32,14,4.7,"scooter",0,"No","Metropolitan","Fog","Low ",1,"Y",15
39,"Buffet ",24,1,4.2,"motorcycle",0,"No","Metropolitan","Stormy","Jam ",1,"Y",5
37,"Buffet ",33,6,4.1,"motorcycle",0,"No","Urban","Sandstorms","Jam",0,"N",10
21,"Drinks ",32,23,4.6,"electric_scooter",1,"No","Metropolitan","Fog","High ",1,"N",5
29,"Drinks ",30,3,4.7,"motorcycle",0,"No","Semi-Urban","Sunny","Low",1,"N",10
21,"Drinks ",28,23,4.7,"motorcycle",2,"No","Semi-Urban","Fog","Low ",1,"Y",10
42,"Drinks ",33,14,4.3,"motorcycle",2,"No","Metropolitan","Cloudy","Medium",2,"N",5
30,"Meal ",39,3,4.7,"motorcycle",1,"No","Metropolitan","Stormy","Jam ",1,"N",5
29,"Meal ",37,9,4.8,"scooter",2,"No","Metropolitan","Fog","Jam ",1,"Y",10
29,"Drinks ",21,14,4.9,"motorcycle",1,"No","Metropolitan","Stormy","High ",1,"N",15
33,"Meal ",39,4,4.3,"electric_scooter",0,"No","Metropolitan","Windy","Jam ",1,"N",10
18,"Snack ",20,23,4.9,"motorcycle",1,"No","Urban","Stormy","Low ",1,"N",10
16,"Snack ",33,9,4.9,"scooter",1,"No","Metropolitan","Sunny","Low ",1,"N",30
27,"Buffet ",31,13,4.9,"motorcycle",0,"No","Metropolitan","Sunny","Medium",1,"N",15
25,"Meal ",33,6,4.7,"motorcycle",0,"No","Metropolitan","Stormy","Low ",1,"N",5
31,"Buffet ",36,22,4.6,"motorcycle",2,"No","Metropolitan","Stormy","Medium",1,"Y",15
21,"Drinks ",38,9,4.9,"motorcycle",1,"No","Metropolitan","Sandstorms","Jam ",1,"Y",15
39,"Drinks ",33,1,4.1,"motorcycle",1,"No","Urban","Fog","Medium",0,"N",15
44,"Drinks ",33,11,4.8,"scooter",1,"Yes","Metropolitan","Cloudy","Jam ",3,"Y",15
42,"Meal ",35,8,4.7,"scooter",1,"No","Metropolitan","Fog","Jam ",1,"N",10
18,"Snack ",29,3,4.7,"motorcycle",1,"No","Metropolitan","Sandstorms","Low ",1,"N",15
32,"Buffet ",35,7,4.2,"motorcycle",0,"No","Metropolitan","Sandstorms","Low ",1,"Y",10
15,"Meal ",26,15,4.6,"electric_scooter",2,"No","Metropolitan","Cloudy","Low ",1,"N",10
31,"Buffet ",38,17,4.7,"motorcycle",0,"No","Metropolitan","Windy","Jam ",1,"N",15
42,"Drinks ",38,13,4.1,"scooter",1,"Yes","Metropolitan","Cloudy","Medium",1,"N",10
17,"Drinks ",20,21,4.7,"electric_scooter",2,"No","Metropolitan","Cloudy","Low ",1,"N",10
34,"Buffet ",30,1,4.4,"scooter",2,"No","Metropolitan","Sandstorms","Jam",1,"N",10
54,"Meal ",31,12,5,"motorcycle",0,"Yes","Semi-Urban","Stormy","Jam ",3,"Y",15
25,"Meal ",32,21,4.7,"motorcycle",0,"No","Metropolitan","Cloudy","Medium",0,"Y",10
21,"Drinks ",37,7,4.3,"motorcycle",0,"No","Metropolitan","Sandstorms","Low ",0,"N",10
22,"Meal ",30,19,5,"scooter",2,"No","Urban","Sandstorms","Medium",1,"Y",5
27,"Drinks ",36,15,4.6,"electric_scooter",2,"No","Semi-Urban","Windy","High",1,"Y",10
32,"Buffet ",38,3,4.7,"motorcycle",0,"No","Urban","Fog","Medium",1,"Y",15
34,"Drinks ",39,3,4.4,"scooter",0,"No","Metropolitan","Sandstorms","High ",1,"N",15
10,"Snack ",21,23,4.9,"motorcycle",1,"No","Semi-Urban","Fog","Low ",0,"Y",10
27,"Drinks ",36,13,4.7,"motorcycle",0,"No","Metropolitan","Stormy","Low ",1,"N",10
26,"Drinks ",25,17,4.9,"scooter",1,"No","Urban","Stormy","Low",0,"N",5
32,"Drinks ",27,3,4.2,"scooter",2,"No","Metropolitan","Sandstorms","High ",1,"Y",15
33,"Meal ",38,11,4.7,"scooter",1,"No","Metropolitan","Stormy","High ",1,"Y",15
16,"Meal ",39,12,4.5,"motorcycle",1,"No","Metropolitan","Stormy","Low ",1,"Y",10
21,"Snack ",38,15,4.8,"motorcycle",2,"No","Urban","Fog","Low",1,"N",5
43,"Drinks ",31,6,3.6,"motorcycle",2,"Yes","Metropolitan","Stormy","Jam ",1,"N",15
44,"Snack ",37,9,4.2,"scooter",2,"No","Metropolitan","Stormy","Jam ",2,"Y",5
15,"Snack ",21,17,4.9,"motorcycle",1,"No","Metropolitan","Stormy","Low ",0,"Y",5
20,"Meal ",36,16,4.7,"scooter",1,"No","Urban","Stormy","Medium",0,"N",5
23,"Buffet ",24,23,4.7,"motorcycle",2,"No","Metropolitan","Sandstorms","Medium",1,"Y",5
10,"Drinks ",38,19,4.8,"scooter",2,"No","Urban","Sunny","Low",1,"N",10
25,"Buffet ",23,19,4.7,"motorcycle",1,"No","Metropolitan","Stormy","Low ",1,"N",15
17,"Meal ",22,23,4.5,"electric_scooter",2,"No","Semi-Urban","Stormy","Jam ",0,"N",15
20,"Drinks ",22,7,4.8,"motorcycle",0,"No","Urban","Sandstorms","Jam ",1,"N",15
32,"Buffet ",36,18,4.8,"electric_scooter",0,"No","Semi-Urban","Sunny","Medium",1,"N",10
23,"Drinks ",39,19,4.8,"scooter",2,"No","Urban","Windy","Medium",1,"Y",5
21,"Snack ",35,21,4.8,"electric_scooter",2,"No","Metropolitan","Windy","Medium",0,"Y",15
33,"Snack ",26,23,4.7,"scooter",2,"No","Urban","Cloudy","Jam ",1,"N",10
40,"Buffet ",24,11,4.3,"electric_scooter",1,"No","Metropolitan","Fog","Jam ",0,"N",15
31,"Meal ",26,16,4.6,"motorcycle",0,"No","Semi-Urban","Windy","Jam ",0,"N",10
34,"Meal ",32,6,3.9,"motorcycle",1,"No","Metropolitan","Stormy","Jam ",0,"Y",15
35,"Meal ",28,2,4.8,"scooter",0,"No","Metropolitan","Windy","High ",1,"N",15
20,"Drinks ",38,22,5,"electric_scooter",0,"No","Metropolitan","Sandstorms","Low ",1,"N",5
10,"Drinks ",29,22,4.7,"motorcycle",1,"No","Urban","Sunny","Jam",1,"N",5
25,"Drinks ",30,13,4.9,"motorcycle",2,"No","Metropolitan","Cloudy","Jam ",0,"N",15
19,"Snack ",24,18,4.8,"scooter",1,"No","Urban","Sunny","Medium",1,"N",10
37,"Meal ",33,15,4.8,"electric_scooter",0,"No","Urban","Sandstorms","High",1,"N",5
16,"Snack ",39,17,4.7,"scooter",1,"No","Urban","Sandstorms","Low",1,"N",5
16,"Snack ",27,22,4.8,"electric_scooter",2,"No","Urban","Stormy","Low ",1,"N",5
27,"Meal ",27,1,5,"scooter",2,"No","Metropolitan","Stormy","Low ",0,"N",5
21,"Snack ",23,19,5,"scooter",2,"No","Urban","Stormy","Medium",0,"N",15
29,"Drinks ",24,23,4.7,"motorcycle",1,"No","Semi-Urban","Stormy","Medium",1,"N",15
24,"Buffet ",24,22,4.9,"motorcycle",1,"No","Semi-Urban","Sandstorms","Low ",1,"N",5
22,"Drinks ",30,6,4.5,"scooter",0,"No","Urban","Fog","Low",1,"Y",10
33,"Buffet ",24,7,4.5,"motorcycle",1,"No","Semi-Urban","Windy","Jam ",1,"N",10
16,"Meal ",24,18,4.8,"motorcycle",0,"No","Urban","Sunny","Medium",0,"N",10
49,"Snack ",22,14,4.2,"motorcycle",0,"Yes","Semi-Urban","Windy","Jam ",1,"N",10
16,"Meal ",28,2,4.7,"motorcycle",0,"No","Metropolitan","Fog","Low ",0,"N",10
30,"Buffet ",35,19,4.9,"electric_scooter",0,"No","Urban","Sunny","Jam",1,"N",15
19,"Meal ",32,6,4.5,"electric_scooter",1,"No","Metropolitan","Sunny","High ",1,"N",5
28,"Snack ",20,22,4.7,"motorcycle",1,"No","Metropolitan","Stormy","Low ",1,"Y",15
28,"Drinks ",29,5,4.6,"motorcycle",0,"No","Metropolitan","Fog","Low ",1,"N",5
23,"Meal ",30,4,4.5,"scooter",1,"No","Semi-Urban","Sunny","High",1,"N",10
28,"Drinks ",38,23,4.7,"scooter",0,"No","Metropolitan","Cloudy","Medium",1,"N",10
41,"Buffet ",37,8,4.8,"electric_scooter",0,"No","Metropolitan","Cloudy","Medium",2,"N",10
15,"Snack ",35,15,4.7,"motorcycle",2,"No","Urban","Windy","Jam",1,"N",15
32,"Meal ",31,14,4.5,"motorcycle",0,"No","Metropolitan","Sunny","Medium",1,"N",15
18,"Snack ",29,17,4.9,"motorcycle",2,"No","Urban","Fog","Low ",0,"N",5
15,"Meal ",39,21,4.9,"scooter",2,"No","Metropolitan","Fog","Low ",1,"N",15
17,"Buffet ",26,21,4.7,"motorcycle",0,"No","Metropolitan","Stormy","Medium",0,"N",15
27,"Snack ",31,9,4.6,"motorcycle",2,"No","Metropolitan","Stormy","Jam ",1,"N",15
43,"Snack ",29,8,3.6,"electric_scooter",2,"No","Metropolitan","Stormy","Jam ",1,"N",15
17,"Buffet ",28,19,4.8,"scooter",2,"No","Urban","Sandstorms","High",1,"N",15
19,"Snack ",33,1,4.7,"motorcycle",1,"No","Urban","Sunny","Low",1,"N",10
26,"Meal ",35,12,4.7,"motorcycle",0,"No","Urban","Windy","Medium",1,"N",10
36,"Snack ",30,2,3.6,"electric_scooter",1,"No","Metropolitan","Sandstorms","Medium",1,"N",15
34,"Drinks ",39,22,4.9,"scooter",2,"No","Metropolitan","Sandstorms","Medium",1,"Y",10
30,"Snack ",26,3,4.9,"electric_scooter",1,"No","Semi-Urban","Stormy","Jam ",1,"N",15
25,"Snack ",39,14,4.6,"electric_scooter",0,"No","Metropolitan","Sunny","Low ",0,"N",10
21,"Snack ",39,23,4.7,"scooter",2,"No","Semi-Urban","Cloudy","High ",0,"Y",5
32,"Drinks ",39,15,4.4,"scooter",1,"No","Metropolitan","Stormy","Jam ",1,"N",15
25,"Snack ",22,23,4.8,"scooter",2,"No","Semi-Urban","Stormy","Jam ",1,"Y",10
41,"Buffet ",24,14,4.7,"motorcycle",0,"No","Metropolitan","Windy","High ",1,"Y",5
44,"Drinks ",21,17,4.3,"motorcycle",0,"No","Urban","Sandstorms","Jam ",0,"Y",15
26,"Buffet ",39,23,4.6,"motorcycle",0,"No","Metropolitan","Windy","Low ",1,"N",10
20,"Buffet ",30,16,4.8,"scooter",1,"No","Urban","Stormy","Low ",1,"N",5
30,"Buffet ",29,12,4.6,"motorcycle",0,"No","Metropolitan","Sandstorms","Jam ",1,"N",10
37,"Drinks ",23,13,4.1,"motorcycle",1,"No","Metropolitan","Fog","Medium",1,"N",10
16,"Snack ",24,19,4.9,"motorcycle",1,"No","Urban","Cloudy","Medium",1,"Y",15
17,"Drinks ",20,19,4.7,"motorcycle",2,"No","Semi-Urban","Sunny","Jam ",0,"N",15
18,"Snack ",26,14,4.7,"electric_scooter",0,"No","Metropolitan","Stormy","Low ",1,"N",10
44,"Snack ",38,8,4,"scooter",0,"Yes","Urban","Sandstorms","Jam ",2,"Y",10
32,"Drinks ",32,13,3.6,"electric_scooter",2,"No","Urban","Sunny","Jam ",0,"Y",15
26,"Drinks ",20,16,4.6,"motorcycle",0,"No","Urban","Cloudy","Medium",0,"Y",5
40,"Buffet ",26,8,4.8,"electric_scooter",2,"No","Urban","Fog","Jam ",1,"N",5
30,"Meal ",37,23,4.1,"motorcycle",0,"No","Metropolitan","Stormy","Low ",1,"Y",15
21,"Meal ",25,14,4.9,"motorcycle",0,"No","Metropolitan","Sunny","Low ",1,"N",5
20,"Drinks ",32,23,4.7,"motorcycle",0,"No","Urban","Fog","Low",0,"N",10
20,"Meal ",27,13,4.5,"motorcycle",1,"No","Metropolitan","Sandstorms","Jam ",0,"N",15
32,"Buffet ",27,15,4.1,"motorcycle",0,"No","Metropolitan","Stormy","Medium",2,"N",5
23,"Drinks ",38,22,4.9,"electric_scooter",1,"No","Urban","Sandstorms","Low",1,"Y",10
20,"Buffet ",21,16,4.7,"scooter",0,"No","Semi-Urban","Stormy","Low",1,"N",5
11,"Meal ",34,15,4.8,"motorcycle",1,"No","Metropolitan","Stormy","Low ",1,"N",15
23,"Buffet ",39,22,4.5,"scooter",2,"No","Urban","Stormy","Low ",0,"Y",15
11,"Drinks ",38,1,4.5,"motorcycle",1,"No","Urban","Stormy","Low",0,"N",10
38,"Meal ",25,21,4.6,"scooter",2,"No","Metropolitan","Fog","Jam ",1,"N",5
19,"Snack ",28,23,4.9,"electric_scooter",2,"No","Metropolitan","Sunny","Medium",1,"N",10
17,"Snack ",21,21,5,"scooter",1,"No","Metropolitan","Sandstorms","Low ",1,"N",15
10,"Meal ",30,8,4.6,"scooter",2,"No","Metropolitan","Stormy","Low ",1,"N",10
